12:19:08 AM: Source:Forms.login.Page_Load, Message:Session Expired/Redirecting to logout Page 
1:42:31 AM: Source:Forms.login.Page_Load, Message:SSO Response: PHNhbWxwOlJlc3BvbnNlIFZlcnNpb249IjIuMCIgSUQ9IlNZTVNEYnlhdjN6SGtnWXdmcVU2dm1vWUk2ayIgSXNzdWVJbnN0YW50PSIyMDE3LTA3LTEyVDA4OjQyOjMwLjkyMloiIHhtbG5zOnNhbWxwPSJ1cm46b2FzaXM6bmFtZXM6dGM6U0FNTDoyLjA6cHJvdG9jb2wiPjxzYW1sOklzc3VlciB4bWxuczpzYW1sPSJ1cm46b2FzaXM6bmFtZXM6dGM6U0FNTDoyLjA6YXNzZXJ0aW9uIj5QYXltZW50VG9vbDpTUDwvc2FtbDpJc3N1ZXI+PHNhbWxwOlN0YXR1cz48c2FtbHA6U3RhdHVzQ29kZSBWYWx1ZT0idXJuOm9hc2lzOm5hbWVzOnRjOlNBTUw6Mi4wOnN0YXR1czpTdWNjZXNzIi8+PC9zYW1scDpTdGF0dXM+PHNhbWw6QXNzZXJ0aW9uIElEPSJQcVFFc1l6RWFLVC5UcDk0Y3RNLWxqX2hueXYiIElzc3VlSW5zdGFudD0iMjAxNy0wNy0xMlQwODo0MjozMC45MzhaIiBWZXJzaW9uPSIyLjAiIHhtbG5zOnNhbWw9InVybjpvYXNpczpuYW1lczp0YzpTQU1MOjIuMDphc3NlcnRpb24iPjxzYW1sOklzc3Vlcj5QYXltZW50VG9vbDpTUDwvc2FtbDpJc3N1ZXI+PGRzOlNpZ25hdHVyZSB4bWxuczpkcz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC8wOS94bWxkc2lnIyI+CjxkczpTaWduZWRJbmZvPgo8ZHM6Q2Fub25pY2FsaXphdGlvbk1ldGhvZCBBbGdvcml0aG09Imh0dHA6Ly93d3cudzMub3JnLzIwMDEvMTAveG1sLWV4Yy1jMTRuIyIvPgo8ZHM6U2lnbmF0dXJlTWV0aG9kIEFsZ29yaXRobT0iaHR0cDovL3d3dy53My5vcmcvMjAwMS8wNC94bWxkc2lnLW1vcmUjcnNhLXNoYTI1NiIvPgo8ZHM6UmVmZXJlbmNlIFVSST0iI1BxUUVzWXpFYUtULlRwOTRjdE0tbGpfaG55diI+CjxkczpUcmFuc2Zvcm1zPgo8ZHM6VHJhbnNmb3JtIEFsZ29yaXRobT0iaHR0cDovL3d3dy53My5vcmcvMjAwMC8wOS94bWxkc2lnI2VudmVsb3BlZC1zaWduYXR1cmUiLz4KPGRzOlRyYW5zZm9ybSBBbGdvcml0aG09Imh0dHA6Ly93d3cudzMub3JnLzIwMDEvMTAveG1sLWV4Yy1jMTRuIyIvPgo8L2RzOlRyYW5zZm9ybXM+CjxkczpEaWdlc3RNZXRob2QgQWxnb3JpdGhtPSJodHRwOi8vd3d3LnczLm9yZy8yMDAxLzA0L3htbGVuYyNzaGEyNTYiLz4KPGRzOkRpZ2VzdFZhbHVlPlEwTzY3eDNLMHJyTWRndmtKQ2t1U3R2WEZlZUZJQTBFNWh1Y3lTeFRoYXM9PC9kczpEaWdlc3RWYWx1ZT4KPC9kczpSZWZlcmVuY2U+CjwvZHM6U2lnbmVkSW5mbz4KPGRzOlNpZ25hdHVyZVZhbHVlPgpRQVdpaUJEaUF0ZlRkNSt2Sy9NS2JSNFdxZUhzZUI3RGRDajFNVEk3UXYwL1FDaDN0T0x2cmRHYjJLdjhVaEhxQnZjSzJkMHRrUHlICjFHajV0cEF6WGFmS3lXTkZJbXBQd3ZrWUpBMlhYUUZLcFRQM05VOU8wbGRwRlc0Rjc1djh1QVlVYXlGYThMeGNjUlF4ME1JZkpDRGIKOTdNR2x3V0RvSW1RS1lPN3JNR3JIaVNVeTlyVTdFdG9JSThPVDBmU0dzak8xMzMxQlhqanpUUU1Ja3V4VXlZNmFJUWUxOUpqU0M1WQpHd2dCNjMwVERkRVM2bXZOWC9QZStEQkRIVmUrOHlrWlE2ZXlQT2xsQlJHTGVJR1dKRnlDa2FBVVBzWXFKYmJXdy91K05meDcxRjg5CmxZZVJoRGpURjBIdmQxODlqZ09RcVF1WExCQ0lPQ1drTzZwa3p3PT0KPC9kczpTaWduYXR1cmVWYWx1ZT4KPC9kczpTaWduYXR1cmU+PHNhbWw6U3ViamVjdD48c2FtbDpOYW1lSUQgRm9ybWF0PSJ1cm46b2FzaXM6bmFtZXM6dGM6U0FNTDoxLjE6bmFtZWlkLWZvcm1hdDp1bnNwZWNpZmllZCI+eGdzMzVndXI8L3NhbWw6TmFtZUlEPjxzYW1sOlN1YmplY3RDb25maXJtYXRpb24gTWV0aG9kPSJ1cm46b2FzaXM6bmFtZXM6dGM6U0FNTDoyLjA6Y206YmVhcmVyIj48c2FtbDpTdWJqZWN0Q29uZmlybWF0aW9uRGF0YSBSZWNpcGllbnQ9Imh0dHBzOi8vbjAxYXB3MzE3MS50ZW50LnRydC5jc2FhLnByaS9wYXltZW50dG9vbG1zY3IvZm9ybXMvbG9naW4uYXNweCIgTm90T25PckFmdGVyPSIyMDE3LTA3LTEyVDA4OjQ3OjMwLjkzOFoiLz48L3NhbWw6U3ViamVjdENvbmZpcm1hdGlvbj48L3NhbWw6U3ViamVjdD48c2FtbDpDb25kaXRpb25zIE5vdEJlZm9yZT0iMjAxNy0wNy0xMlQwODozNzozMC45MzhaIiBOb3RPbk9yQWZ0ZXI9IjIwMTctMDctMTJUMDg6NDc6MzAuOTM4WiI+PHNhbWw6QXVkaWVuY2VSZXN0cmljdGlvbj48c2FtbDpBdWRpZW5jZT5QYXltZW50VG9vbDpTUDwvc2FtbDpBdWRpZW5jZT48L3NhbWw6QXVkaWVuY2VSZXN0cmljdGlvbj48L3NhbWw6Q29uZGl0aW9ucz48c2FtbDpBdXRoblN0YXRlbWVudCBTZXNzaW9uSW5kZXg9IlBxUUVzWXpFYUtULlRwOTRjdE0tbGpfaG55diIgQXV0aG5JbnN0YW50PSIyMDE3LTA3LTEyVDA4OjQyOjMwLjkyMloiPjxzYW1sOkF1dGhuQ29udGV4dD48c2FtbDpBdXRobkNvbnRleHRDbGFzc1JlZj51cm46b2FzaXM6bmFtZXM6dGM6U0FNTDoyLjA6YWM6Y2xhc3Nlczp1bnNwZWNpZmllZDwvc2FtbDpBdXRobkNvbnRleHRDbGFzc1JlZj48L3NhbWw6QXV0aG5Db250ZXh0Pjwvc2FtbDpBdXRoblN0YXRlbWVudD48L3NhbWw6QXNzZXJ0aW9uPjwvc2FtbHA6UmVzcG9uc2U+
1:42:31 AM: Source:Forms.login.Page_Load, Message:Replay attack check
1:42:31 AM: Source:Forms.login.Page_Load, Message:NotBefore7/12/2017 1:37:30 AM
1:42:31 AM: Source:Forms.login.Page_Load, Message:NotOnOrAfter7/12/2017 1:47:30 AM
1:42:31 AM: Source:Forms.login.Page_Load, Message:CurrentDate7/12/2017 1:42:31 AM
1:42:31 AM: Source:AuthenticationClasses.UserInfo.ProcessSSOResponse, Message:The certificate present in the certificate store is : xgg5ibho
1:42:31 AM: Source:AuthenticationClasses.UserInfo.ProcessSSOResponse, Message:The certificate subject name to be validated is : System.Security.Cryptography.X509Certificates.X509Certificate2
1:42:31 AM: Source:AuthenticationClasses.UserInfo.ProcessSSOResponse, Message:The certificate present in the certificate store is : n01apw3171.tent.trt.csaa.pri
1:42:31 AM: Source:AuthenticationClasses.UserInfo.ProcessSSOResponse, Message:The certificate subject name to be validated is : System.Security.Cryptography.X509Certificates.X509Certificate2
1:42:31 AM: Source:AuthenticationClasses.UserInfo.ProcessSSOResponse, Message:The certificate present in the certificate store is : xgs35gur
1:42:31 AM: Source:AuthenticationClasses.UserInfo.ProcessSSOResponse, Message:The certificate subject name to be validated is : System.Security.Cryptography.X509Certificates.X509Certificate2
1:42:31 AM: Source:AuthenticationClasses.UserInfo.ProcessSSOResponse, Message:The certificate present in the certificate store is : dev-sso.tent.trt.csaa.pri
1:42:31 AM: Source:AuthenticationClasses.UserInfo.ProcessSSOResponse, Message:The certificate subject name to be validated is : System.Security.Cryptography.X509Certificates.X509Certificate2
1:42:31 AM: Source:Forms.login.Page_Load, Message:SSO UserID: xgs35gur
1:42:31 AM: Source:Forms.login.Page_Load, Message:Successfully retrieved the Logged-in User details from DB. UserID: xgs35gur
1:42:33 AM: Source:CSAAWeb.WebControls.Renderer.Render, Message:Menu retrieved for the User: xgs35gur Details: [[18,'','Insurance',,2,,1,0],[2,'','Admin',,3,,1,0],[30,'','Sales Turn-In',,10,,1,0],[46,'','Tools',,13,'fin',1,0],[12,,'User Administration','/PaymentToolmsc/admin/users.aspx',1,'adm',1,2],[44,,'Branch Administration','/PaymentToolmsc/admin/DOs.aspx',2,'adm',1,2],[48,'.','Manage Recurring','/PaymentToolmsc/forms/ManageEnrollment.aspx',1,'dsr,iss,fie,pss',1,18],[19,'.','Down Payment','/PaymentToolmsc/forms/newinsurance.aspx',2,'dsr,fie,pss',1,18],[54,'.','Installment Payment','/PaymentToolmsc/forms/newinsurance.aspx',3,'dsr,iss,fie,pss',1,18],[28,'.','Reports','/PaymentToolmscr/Reports/ins_reports.aspx',4,'man,fin,pss',1,18],[29,'.','My Reports','/PaymentToolmscr/Reports/ins_usr_reports.aspx',5,'dsr,iss,fie',1,18],[56,'','ACH Enrollment Pilot','/PaymentToolmsc/forms/ACHEnrollmentPilot.aspx',6,'iss',1,18],[57,'','View Scheduled Payments','/PaymentToolmsc/forms/ScheduledPayments.aspx',7,'dsr,fie,man,iss,pss,cas',1,18],[31,,'My Turn-In','/PaymentToolmscr/reports/salesturnIn_report.aspx',1,'fie',1,30],[32,,'Cashier\'s Reconciliation','/PaymentToolmscr/reports/CashierReconciliation_Report.aspx',2,'cas',1,30],[33,,'Reports','/PaymentToolmscr/Reports/TurnIn_General_Report.aspx',3,'man,cas,fin',1,30],[43,,'Manual Update','/PaymentToolmscr/reports/Manual_Update_Search.aspx',2,'fin',1,46]]
1:49:54 AM: Source:reports_inssearchorders_new_aspx.ProcessRequest, Message:Transaction search Dataset creation call. UserID: xgs35gurParameter :<SearchCriteria StartDate="2017-07-01T00:00:00" EndDate="2017-07-12T23:59:59" ReceiptNbr="1078674" App="-1" ProductCode="-1" />
1:49:55 AM: Source:CSAAWeb.Web.SoapHttpClientProtocol.InternalInvoke, Message:SP Execution starts - PAY_Search_Orders.
1:49:55 AM: Source:CSAAWeb.Web.SoapHttpClientProtocol.InternalInvoke, Message:SP Execution Ends - PAY_Search_Orders.
1:49:58 AM: Source:reports_inssearchorders_new_aspx.ProcessRequest, Message:Transaction search dataset created
1:52:06 AM: Source:reports_inssearchorders_new_aspx.ProcessRequest, Message:Transaction search Dataset creation call. UserID: xgs35gurParameter :<SearchCriteria StartDate="2017-07-01T00:00:00" EndDate="2017-07-12T23:59:59" ReceiptNbr="1078674" App="-1" ProductCode="-1" />
1:52:12 AM: Source:CSAAWeb.Web.SoapHttpClientProtocol.InternalInvoke, Message:SP Execution starts - PAY_Search_Orders.
1:52:12 AM: Source:CSAAWeb.Web.SoapHttpClientProtocol.InternalInvoke, Message:SP Execution Ends - PAY_Search_Orders.
1:52:22 AM: Source:reports_inssearchorders_new_aspx.ProcessRequest, Message:Transaction search dataset created
